species,line_number,byte_offset,byte_length,record_sha256
Amino20x4_HIS_xau,3718,11668967,3666,43ad460d0de0aa63f4be449ff18328f33ee1b9c41d1ebf0134d216a76b240dc7
Amino20x4_HIS_xav,3719,11672633,3667,a21093d6d2c8098c169ea7dfb311f2e583d164c6b020b08d3bf0afb536135044
Amino20x4_ILE_xae,3720,11676300,3780,3372295d76ecd5988fb5621df2833ab645047ea40c0abcaf70a697efa411cc6a
Amino20x4_ILE_xag,3721,11680080,3780,951a1e48b67ae5561b5fee3bc2a1cf10fb371c475387064aaad291b38e30b172
Amino20x4_ILE_xaj,3722,11683860,3779,357aa1f1e62ae12f996ad8dbc05b13c8b2c700cc167562fb4b5dbf9ba459085e
Amino20x4_ILE_xak,3723,11687639,3774,8193cc355f0a3cca75c530d0799bf0a5e6ebcefdc2bada931071654e6b9e63e2
Amino20x4_ILE_xaq,3724,11691413,3781,e64dcd6cbe7eb695729d9f7a3b7e4e07193769f7e3309a5cef04651904cec340
Amino20x4_LEU_xad,3725,11695194,3782,615ab732ed93ae5cc64f1b6bbe553d797ef0e40d842059f2e26bea2822420f41
Amino20x4_LEU_xae,3726,11698976,3770,59509b3dd7f37abc02101ba806ed3f8099838bac4296e99cc7f8ffe85fa4fd16
Amino20x4_LEU_xap,3727,11702746,3782,0163ae69cd3503fdf17fa9f4c91e3e8f10ff64d47d5ecae1ed5cec9614846e98
Amino20x4_LEU_xaq,3728,11706528,3782,cb35b2aa92cf362eaa02ee7630e1d78e516558c049c7c63a20d918d446e6f181
Amino20x4_LEU_xbb,3729,11710310,3778,fc53a1749fb45eee7d3c15774207eeadeb273e75b1bfebcd45973ce9c614c510
Amino20x4_LYS_xan,3730,11714088,3891,9f29e6cc6dfb74dc8bb3cb4ab01333c47ba9943be48170094c1a48f69bd576cd
Amino20x4_LYS_xao,3731,11717979,3894,315dcf2abddb6f61532384360324efbf7349698e43688786087c8e8d768281dd
Amino20x4_LYS_xap,3732,11721873,3894,3fba86ea8e9f227c8868fa06ffca5e3072fe5bc386b70392ad76b0efb7039ad5
Amino20x4_LYS_xas,3733,11725767,3892,6e3fa98085720565c06345697986350f2a72524668c3a2863285c2474df60cce
Amino20x4_LYS_xat,3734,11729659,3893,191214c6593ad906604e77adfc9a897cd1acf9719955ef125e931063fcdb7897
Amino20x4_MET_xag,3735,11733552,3673,26549123074acadcb43ae3cf03f808d2c8879f8fa0be9ffdc5ee739def8e6080
Amino20x4_MET_xav,3736,11737225,3670,bcefce867eedbeea192e7b03999e402355a39024264f058de15d0991cd0d5c3e
Amino20x4_MET_xbf,3737,11740895,3671,06e84f3374f73fb81e3e58ddd0715c215c3ff2761466ff7d8ed82c652f9d8d2e
Amino20x4_MET_xbm,3738,11744566,3667,700ead22174cab8b0cc5cd93907a64cf9ac1df012e63f31eebdee4a6d317f3c8
Amino20x4_MET_xbo,3739,11748233,3669,006f2f71f10f983bfdf6bd635b430cd7005dcc83819590a81a40967d7b3d1884
Amino20x4_PHE_xab,3740,11751902,3835,080114d7b569d8cd9422368f304e354ff9b14ccef0560da6edd14ff3b6df209a
Amino20x4_PHE_xal,3741,11755737,3837,6ecf4e870fc7094fa2428baa4a9f4aff28b3d1937d92ba5f98a55d4d539ccf63
Amino20x4_PHE_xan,3742,11759574,3839,dbf57188908e349c41474c33c8edb3e95d5b1c87f02a48904cf0f85bbba15e86
Amino20x4_PHE_xar,3743,11763413,3829,a500478824fb1af45b9920f2cea9d357ea8714b4a5963a48a9d35dedcde79eb8
Amino20x4_PHE_xaw,3744,11767242,3838,7eedc60a9e0f20597ba1fe5585bf9ea4a6a401d4d2dce2a46554bcb38998af3a
Amino20x4_PRO_xab,3745,11771080,3502,748f3fda42e3d88411553ade2a9ef0bf226bb050ef4ff10ce569dbcadb596d31
Amino20x4_PRO_xac,3746,11774582,3500,e519ef2e4aefead2d724c9a7173aeebe1937ebacb73d9643583ba890222364de
Amino20x4_PRO_xad,3747,11778082,3466,55033f966fb5274e8c27990ee97a4e8da8794cf6b6899751bd22af96fb778aff
Amino20x4_PRO_xae,3748,11781548,3498,3bed43224e18f708604ca0a6dea272c913ae4b1b31b7f4f3d7f603dd63c0d736
Amino20x4_PRO_xaf,3749,11785046,3500,a8d40195c92bbeb8aa720594690302c9e9f881e4c132543a7a542defe7550f90
Amino20x4_SER_xad,3750,11788546,3335,420ccc6f72e57ca7f32834f6c1dce35d2258ae9c2c2488b8239b31e843b9bd4c
Amino20x4_SER_xaf,3751,11791881,3335,63f59da475968a11015097e94caf71d51e616da28635c667c0d442610faa4314
Amino20x4_SER_xah,3752,11795216,3337,ef07f1d290ea6b11a2e42a6a191f2b39777121ba48de4105eb1881ef45e85984
Amino20x4_SER_xak,3753,11798553,3335,5f113864034ffc3d43942f85e28e1e18ae9327064c5be0e1b4645aaaa3ed9fc5
Amino20x4_SER_xar,3754,11801888,3331,1db80746bf3b330edca305691725ec2625e501178b45262fee59fd52f9832f7a
Amino20x4_THR_xab,3755,11805219,3501,ff775c6dcc5996c740a1acd25ca259a47fd1aaf14eaf0310505c41409acec24a
Amino20x4_THR_xag,3756,11808720,3498,97afe9af631508906fc718580915d72df7715e15fbccdfa72b22d6009a187834
Amino20x4_THR_xah,3757,11812218,3497,176e38d124ccaaef2a7cf60e6906dd15636aa054833c7feeb753c0e2f989e177
Amino20x4_THR_xal,3758,11815715,3500,5f8e12969e8fb1e8f7cb755f48f6af6a1ea10e51748674d112eabf611534d901
Amino20x4_THR_xaq,3759,11819215,3501,d8b8074ab5979a702a4222a7fd030624c419d84bf5002dcd7303f1bbf968d9fe
Amino20x4_TRP_xac,3760,11822716,4055,6ea90fb2cac26295385e002658e083671eaf22cb4f0f8b049068445a1f512ac4
Amino20x4_TRP_xaf,3761,11826771,4052,b08bfc2bc9210c1348ac37993bca8fe25a8f396eac77e5d286f0553eaef61e68
Amino20x4_TRP_xag,3762,11830823,4053,bb899d7a6e0910bac192124c8a1f24735680ee18ae69d8972fae6431305d6d54
Amino20x4_TRP_xah,3763,11834876,4058,68fc456df20a6b67c050ec0df0868d59c397d085a451effaab9a2853c8d2aec7
Amino20x4_TRP_xao,3764,11838934,4057,fb79b1a4fc9924d2697eb0372aa06661eb1f5283158e76e3b7dbd56db6f2f02a
Amino20x4_TYR_xab,3765,11842991,3886,960c4a16c9e1347da253ab1585ae9c41f19dfd90c0ed1cf991433b64d765749c
Amino20x4_TYR_xag,3766,11846877,3892,313fc8d1da1a46962fff0372558ab7e6435c2e55bcd73915675a8cf841242e9f
Amino20x4_TYR_xah,3767,11850769,3881,cb0485d405232689e0ffc23d32948cb71816f645b66ebefbb5c5946ef64be32d
Amino20x4_TYR_xan,3768,11854650,3885,eb8440375d41e950c59be6502660ce522da90a5d9574d3445f979a8033dfab1f
Amino20x4_TYR_xar,3769,11858535,3896,2815994040854fb48e1b5311aca3a6997e77d3836aee85c8e73ca51454ff221c
Amino20x4_VAL_xad,3770,11862431,3617,3d2bbbd3be696175fb0a4d6df935645cd24d80eef52c980e3a84d8d7833b6ad4
Amino20x4_VAL_xaf,3771,11866048,3613,022b3190e0560e8bc507a9462ec15f72066302c59d0abb5f128446da5ea8291f
Amino20x4_VAL_xah,3772,11869661,3613,ab247c2a5a1f99e278713f9c67e9f045cdcc494ee5868679fc89ee8e2f208d38
Amino20x4_VAL_xaj,3773,11873274,3610,065891f39b4aac51abb72514ab9e176dfbc966b521bc367cb9af1f5d43715023
Amino20x4_VAL_xak,3774,11876884,3616,b8c8c07a864b3e66eda511cae6d9cf568b9b02def0cde2a9cc7122b62069df49
BH28_BHDIV_1_min,3775,11880500,2454,0a7f4a06bc64eebfbc231ce1c13c161c9526b5344d43cb14890cb07be55793fd
BH28_BHDIV_1_ts,3776,11882954,2460,1833557a4d7359c12cea56d45e3f2d0e055c6c0f1114ba7286ae5c54f95033bb
BH28_BHDIV_2_min,3777,11885414,2456,3840315ac3f4a939a3833005783048ce079c0ace3f75ebf9ce017d05b656504a
BH28_BHDIV_2_ts,3778,11887870,2446,a7898279380fb2f9cd7ae54e4e91f1f704bdd95fc33acbb5dfd818d3797f19cd
BH28_BHDIV_3_min,3779,11890316,2458,659d5e25737510ac7e8a7542ba9c548d67ff23d1337c6018af846cb49076f6e3
BH28_BHDIV_3_ts,3780,11892774,2459,82059ceab1a777c101c9e77c2513001a7f459d4ab07a5a1cde01b07a98ce6ae0
BH28_BHPERI_1_min,3781,11895233,2357,10e26718d2d2067c062b5e4eaa669291988b543e29b32d01a299b84d81871f8b
BH28_BHPERI_1_ts,3782,11897590,2356,a714468dba41eb32e1b44be0ad47a62ed9e55e6d5d6d99e22358661c9d633902
BH28_BHPERI_2_min,3783,11899946,2491,753c9a588c1656ae8dad737ffb0fbd51b6bf55cb8c27edcfcb405de9dde4d354
BH28_BHPERI_2_ts,3784,11902437,2481,6e282478f85abb8a43107ae5bc51d189671ebde6da28828a995ece2fe51f857d
BH28_BHPERI_3_min,3785,11904918,2446,8bbb12d384e3b48f410216abc0047020d3453ee7a637e90c8f332f680da07e78
BH28_BHPERI_3_ts,3786,11907364,2448,3470f8a331f39c9a90e39141b1b4977d29e0d0adef03dc089d22da3cc85b5fac
BH28_BHPERI_4_min,3787,11909812,2387,57a590bc4ec6d1ff099cb9bdfff01a56e0133bfbe9bb677e93ec1b4b3d5f39d6
BH28_BHPERI_4_ts,3788,11912199,2385,19b7fe92fb16573830eb6d171df5e3c89a218bb5222e10c8bfcf00ef701a4aba
BH28_BHPERI_5_min,3789,11914584,2546,dfd667d81386d91f0347006dfa042e97526c7ee4c12bf4326f6a9df7a9a9f345
BH28_BHPERI_5_ts,3790,11917130,2546,b3c5ea48834b932ce34d0de81d2b09224fc0c4a85d856970352ee59c38590b8a
BH28_BHPERI_6_min,3791,11919676,2355,2a69eddbdc58958e25c10b1c3bfb878967d352c022530583e7891749478ed605
BH28_BHPERI_6_ts,3792,11922031,2546,a331d7597c922d4abb0ba3497ad420ce70d819e3a17976c294d35fbc9bd25f4f
BH28_CADBH_1_min,3793,11924577,2131,d6ce60230914821bd40272b8d1c5ce9dd83f3a945daa5048cd8adf9e53d9b791
BH28_CADBH_1_ts,3794,11926708,2327,75a5ab0156f3b6c9e821337243fb4fcbe546640c0fafc426a27dd94d31d3c8b4
BH28_CADBH_2_min,3795,11929035,2162,defce350f3deaa7c1e441ef8879243a851da6addd21fada6573f904e326c44ee
BH28_CADBH_2_ts,3796,11931197,2356,5e3f7f996b4b83ffb75309d38516aac7fece860ac9d56bdec293c6428ab2893c
BH28_CADBH_3_min,3797,11933553,2200,84652ffd3885a46358261d35efe976e2ef7eed64299e0b28284e9201d93e1f53
BH28_CADBH_3_ts,3798,11935753,2387,e9f6f9371c18a101eedc297dd420366af7402bdc00277d90de87a03f04ebbc3c
BH28_CADBH_4_min,3799,11938140,2170,5c411319b37bc56356e512ecb137ff9fa1d9c09d430414398e9593b552a5e83c
BH28_CADBH_4_ts,3800,11940310,2358,0bb3974fc92e4c152f738aca5f43f1c2d474cdad6f32ce1b13194b9bb630b4ac
BH28_CADBH_5_min,3801,11942668,2197,7052f3bcfcb4a43cc9e01cffdaeb97db27aadac31f159483191b4700bc0e749b
BH28_CADBH_5_ts,3802,11944865,2388,37bf5f03f325b95078f5e5ef5fd894e385af64d82235a251aa11b07a85b25044
BH28_CADBH_6_min,3803,11947253,2231,3625c7558363bb95c130b332592fb4a8d54b63fa81da2c41b3d335d90316ca93
BH28_CADBH_6_ts,3804,11949484,2417,8fcd7097d6cfc91a604b3b4a99a40a2bffcc2d05f67dfb2ad49905bcd191dbcc
BH28_CADBH_7_min,3805,11951901,2231,f44a3be5eaa84889a2b791228fa7db7d1ee5b3359171c5e12557bbdf97bf201f
BH28_CADBH_7_ts,3806,11954132,2423,74dac1234f65bd84293a9f2c5934558d82471e7b01a27bd40e9beb7d9dc774c3
BH28_CADBH_8_min,3807,11956555,2258,77ce2342dad84c58d2e07b220143aad7610ccce959587fa68884bfb94e355a78
BH28_CADBH_8_ts,3808,11958813,2453,5a4a0a888c5498173fb684f285421c5d5aeb819db0fcec54e3ec221e7edb400e
BH28_CADBH_9_min,3809,11961266,2295,c26a06bbf7ac68febabd97ad747fe99570495236f9cf2464ec97941600f8cdec
BH28_CADBH_9_ts,3810,11963561,2486,68fd277e0bad91f7e93bbb2d9ca470ccaea6f97e182293a886012760aaa34208
BH28_CADBH_c2h4,3811,11966047,2224,328ac0402912a60929e0d72e24eea05de9da6852bd917a6a2f31e87dd644503a
BH28_CRBH_1_min,3812,11968271,2323,ab3b975ede412cfd2d1f968b76416a5ae268f543b708c194da43561af01fc4c9
BH28_CRBH_1_ts,3813,11970594,2318,57e060280cd785038ea07ef8a0717ec3c98f76b263666e17ae87cbc186726ce8
BH28_CRBH_2_min,3814,11972912,2427,13dba11909904b6679c16e3d31ae197831bee26de183c8b06358434d3f0735f2
BH28_CRBH_2_ts,3815,11975339,2422,193c71c131dfb1b2bf951d7d7a1f05c43d7eee51002b3c359293e4928a487906
BH28_CRBH_3_min,3816,11977761,2387,72e03753c7d7226356aa00c922666250da8e740b76e06eac745a2abef204f28c
BH28_CRBH_3_ts,3817,11980148,2382,d677b388d7082dc97c605082e6081465f42d620c5369494a6d4c1f394c2863cd
BH28_CRBH_4_min,3818,11982530,2325,20a9026f406a89392e511f5f01fd80c6e9e82c5be0b4e825983fe84ab2e69b57
BH28_CRBH_4_ts,3819,11984855,2323,4fa276615a5b3674cd1b971e082f7999dff9a61139720244c4257564bff40e24
BH28_CRBH_5_min,3820,11987178,2429,a69c22315202f767db6ce7a7112f061721a8aaede40cc0bbcad97db0922343ee
BH28_CRBH_5_ts,3821,11989607,2430,26e1d9f2f4eec5d0f1e6c0147f4fac38dd9600d5f431eb817b1c63822f289f9d
BH28_CRBH_6_min,3822,11992037,2390,60556f54880d443a65550b7e0f7ab5d27e4ca4f6ec53f8c1ce33408dac8aa604
BH28_CRBH_6_ts,3823,11994427,2386,09ba88ac61f4075bb8686d21f191236be450026db532eb2b74e277b85c0f771b
BH28_PXBH_1_min,3824,11996813,2542,0cdbb08feef9ee277969088be90019f4f10cfc73a2d89fac384b9bbf6f4690a7
BH28_PXBH_1_ts,3825,11999355,2534,1a320aa6c1039da52e1715e5f0caa24be524067bfddf8035d7787a50ba76a7f2
BH28_PXBH_2_min,3826,12001889,2416,de6ea6730b6675bf273c9b3abb2e69aa9f658c3fa5c39866834173bc8f6d9a55
BH28_PXBH_2_ts,3827,12004305,2408,0ecee9c4d5a195aefd5820c0fe4c4360d62c35d0a20aad0df0fc2b772547e4e2
BH28_PXBH_3_min,3828,12006713,2285,c62f116af89642105457a34ca9231d6f826fb8d9093e1d8fcb6d2f71562ceabf
BH28_PXBH_3_ts,3829,12008998,2281,8ce046f6234995672242d82035f3e528165bdf52dc9b1ccd8425a4be1cfed798
BH28_PXBH_4_min,3830,12011279,2347,24a2ad74534ab8ad50309f843a7398db05268a3f01b32c8083826b93ac460dcb
BH28_PXBH_4_ts,3831,12013626,2345,6bfea53b95d1d1323483e7f1db254736d2a2a8bb7cb39de25d02c400b12b9ec0
BH76_C2H5,3832,12015971,2386,ba6c53ae8423dc1d0bb89bc1494027d3350d6befa7bcd067986e8faf98d9162a
BH76_C2H6,3833,12018357,2377,a20e9490ffde536e546ab340a3d531a1411450e08e48b01b43a308a6c526c2e3
BH76_C5H8,3834,12020734,2685,781dddc9d8a94b6ae879f865a24299c4721dbc2c788738ceeee5920f835b4dc4
BH76_CH3,3835,12023419,2149,7f43ca70a6adbdd86a60846763f267cd9141dba0ef285e57864d17a24ad28e8f
BH76_CH3OH,3836,12025568,2282,3b029f7c55dae8f7cf1534e6fd1af169c2ba8db8e348a6fe7ae0491959637a16
BH76_CH4,3837,12027850,2246,42a54e614463f04d795962fee56b1c2186e87fcf8f40fa52bb92ffae53d7b87f
BH76_Cl,3838,12030096,2071,fbd54e1c16fcc8bd96ef51bb0427e6032af5363a9dd6fcf64234fa7dd200e5c1
BH76_F,3839,12032167,2040,5eee3e8e569d683a28ca4b9d2d4c17bf20ecf80b94d98762241af5159d9f3a64
BH76_H,3840,12034207,2040,57df724a273d9032027a3bbc64839aea8b1028b75aad056feb261d889b944edd
BH76_H2,3841,12036247,2080,1521abd9c2540195742c6816382e8905b27eb4705e4f2274ae92e4d351364ff9
BH76_H2O,3842,12038327,2136,f93de732ec665198478e472d3aa29b6f80f98e10bcb8ab4db4a51e19ee2f9486
BH76_H2S,3843,12040463,2129,b089517f2ed6bab0447f9aa1c580c278ef377d0037cc5e84e132d4cc4ad5cc6b
BH76_HCl,3844,12042592,2120,863be16589244d71722fa45c015a724ea763b4e175302849e89f8834313aaeee
BH76_HF,3845,12044712,2085,2b96c66794060ad998936170f6888c846cba3d6a76a5dccf86a7f2cb01f53314
BH76_HS,3846,12046797,2077,a865ee9962d481e9c06d1d7d1de61a4a4c6c69662ecd3dc1d563f9cffc8c0ca0
BH76_NH,3847,12048874,2084,58cca96e36733f404282edd3237f08ca05b2e0e34743c2b8d7fa438dfe68b1d8
BH76_NH2,3848,12050958,2136,0603bb8c6854fc97473ba9c6dcf1d74818d17a812951c82111eea9a6aea0e5e7
BH76_NH3,3849,12053094,2200,f52986a72a12c0890abd42fc568520ff266f6d169df6ce90b7f8e929012fc8b2
BH76_O,3850,12055294,2040,5d89e104fc1a6a5e50ddefcb8d9e5c7685305c732e0c274f2fa2d882a3a3119d
BH76_OH,3851,12057334,2083,f6351a13b15fe9ade484515fa7d1b10318c0845548fc67582c006c87fd70492c
BH76_PH2,3852,12059417,2132,f88b59e72dd28bd9c7006c8412dcab317b5cbf8a169f7fc3ef1b5b9f78f0e545
BH76_PH3,3853,12061549,2193,b1bd98995a27298aff99c5d395f18f23ffd81f0f5a8083c75f3cc1a7e18c5482
BH76_RKT01,3854,12063742,2158,710d19bcf198ec2a449da87ee3f81831b1b5d04651aa25c3fbe91561dd266268
BH76_RKT02,3855,12065900,2235,8ea035628905a01e16fd4f5898e7839ca12b7ffc50d85822c380229c93f0873d
BH76_RKT03,3856,12068135,2270,297dab04e03ee4f7c625f0625a8413254a21bc7b7002463dcb99191860744b8d
BH76_RKT06,3857,12070405,2092,430294d092f0188a92f3b17be928a984bf3565c704d8fc94bc3a5b1e07b1daff
BH76_RKT07,3858,12072497,2328,07122d93bb12c93714ac4371ed1ab7c403355f46244a334a7e0dfe6ad17ac11c
BH76_RKT08,3859,12074825,2296,f6fef5c473216c612f68d5b44c8e1d06130db46ab0260b6e6b3a8d38f3f60dd6
BH76_RKT09,3860,12077121,2512,1d3dca8668a846dfe3827413829221fcb98efd54094de1faff779814defdee9e
BH76_RKT10,3861,12079633,2129,db48e80c78cbe2c646ac63271356e7b49887bec4996451364b54f3214b9f045d
BH76_RKT11,3862,12081762,2281,67b127168f0e699df4807213525562032a5042ae3926bafe80b6ed4d47a472f4
BH76_RKT12,3863,12084043,2274,e94172d38d28323d160833c04092ef9ce2ecf4c50d56c59cce3e60514efaa2ab
BH76_RKT17,3864,12086317,2162,23ddab09245185f054bfbdb28c3d5cd86ac4c4506f1c10786c99dba4fc52b52d
BH76_RKT18,3865,12088479,2384,fe0e5c769397d8cdc55ec41be73ced9bce9bc0f74ac0660668163edf5c614568
BH76_RKT19,3866,12090863,2526,572fd2042300472671a4c54fb42faba0730bf66ab91d5641eeb2cc943335b0c7
BH76_RKT20,3867,12093389,2579,46e02c7e5f406e9072dff7548a0ab9676172302b236791865a7d685b4f44e4be
BH76_RKT21,3868,12095968,2433,d089306e5bed38ca91a6d81a077c37fcd53af851e57d388705a1b49ceed34fe6
BH76_RKT22,3869,12098401,2648,ab89838e7db06a3562d5bd64eb354868635dbe1e53aad6f2e3a8a7fa18cb136b
BH76_c2h4,3870,12101049,2234,6bbe4e2ab366630e36d57e1bcdafe0e52e1dd7816cf2f55876ee372c6195dcf4
BH76_c3h7,3871,12103283,2522,61bf948422b5378e6ce0d45553d914cec0bdea5c84568513b73e588ed0173632
BH76_c3h7ts,3872,12105805,2529,92b93ae5b3cdd4df508f34529c8fff8bec3c5d0fe71b881f5752aac73063cfc7
BH76_ch3cl,3873,12108334,2260,8d907c329dcee9d45f0902a1fa3e8b1a386aef075cd2b824833c1fc623217e09
BH76_ch3f,3874,12110594,2226,521e9a45a05a3fca621b0023c3668fd87bc583337573f5a78686f4807bced26d
BH76_cl-,3875,12112820,2074,debf0f91d034d6bd1a501a8e40ebc6df05118642989ce4874aac6b5ba001d80d
BH76_clch3clts,3876,12114894,2304,54feb4d820dc8a4802ab84a12aac39b91080fc9c573cad600b2a512b698a9bd3
BH76_clf,3877,12117198,2113,836e990c583c0a73819cc977acf7ffafb6d9ad365e3c4e64cc2f0f274128768a
BH76_co,3878,12119311,2083,db01f5a3038d710f6bcdc436e5058064477a675e3f2cf470cf7ed8f7a8c98f42
BH76_f-,3879,12121394,2043,8cbc9fc6119f219800d27f5b9965523126ce0cdadd88ae1e43f841f8f7db2dc6
BH76_f2,3880,12123437,2080,e89036aab394082368a6e03c759d1a1939e2c3688881055fcf2743f1193e491a
BH76_fch3clcomp1,3881,12125517,2312,d5f608177bacafdd93f167db6ef341eec1af04aa180d5389e465085b999eb5db
BH76_fch3clcomp2,3882,12127829,2313,c9428c11c68fc728e44b783e44af4dc6e3e6d3fba1fca8dd41e2f444f9c03bd9
BH76_fch3clts,3883,12130142,2304,9d32dead49b4aee140ea5c958606197afd59f78125acd4c84c4c529a821632f0
BH76_fch3fcomp,3884,12132446,2259,4865e6584ee0ce9280d324c9ba555df98ff4f75d8b6924364248e8d7844d2b45
BH76_fch3fts,3885,12134705,2353,3fd7c8226c169ce708ed4775fa38cf3267ed14205503268fd6a93239e4865ab2
BH76_hcn,3886,12137058,2109,badc899309c821dd1ea7ac9ae12697c76d9af217127284027371b4b6f661d59e
BH76_hco,3887,12139167,2151,626b47250da84563a73ee26f9bef5bc2a0c28426ecfd89da9b36acb891da8304
BH76_hcots,3888,12141318,2143,11add3205bbf2772bd42362319cbd9709b55f35c2d1123f1fce5e3a77d83237c
BH76_hf2ts,3889,12143461,2107,a79d4f44fcb0e9d7275e5fd6f7d628301cff2c7c7341e8d302ecbdb3de697ec0
BH76_hfch3ts,3890,12145568,2291,b6da0ca6025a385fff8ac61aa8b549b0ff88b92561e6d329e27c4c77b4b165c2
BH76_hfhts,3891,12147859,2094,181cf7db5103a7a25426b0ba48f0f8ab8c4bfcc69218ada3b25146e8296c6e13
BH76_hn2,3892,12149953,2142,2fdc3e9a464bfb29b66bfa9c46ee9d6362eda697611b515412c31d0e59757f1e
BH76_hnc,3893,12152095,2108,ef50ff1ea0bb7dabcd3c58b447e028c7ce3bc86292892dfb94de6a5d14f029f9
BH76_hoch3fcomp1,3894,12154203,2412,cfaa66eb16d57b5596518219d91ac67db2fc3c696f114b5f43161a45fce1a567
BH76_hoch3fcomp2,3895,12156615,2411,727bd0db95d2a04c2c00dc7cc12aeddb22b70b46efdcc27ad87b9079cf4c269d
BH76_hoch3fts,3896,12159026,2400,4d3f258e30c7a8bc533a26e1a4680093b5b40b9e7dc23d4862ff9b91d94af079
BH76_n2,3897,12161426,2073,00083c240f399877606936803f41f769c89b42527b805a9da1325845bf9d093b
BH76_n2o,3898,12163499,2105,4b1e268cfc359c41e532c8467877fca0d58dcfcd6c989c085e10c3ca1f9fa44c
BH76_oh-,3899,12165604,2080,7004b4ed50ab7d0b6a278fb54e572bbcbb3902c37552949e6d0fdc883ed7a577
BH9_01_10P,3900,12167684,2604,58ff2c76aea422b7956609b722fa53edc9adbe23ea8c402d087bcede79fe1b3b
BH9_01_10R,3901,12170288,2604,e2761e961e3aa773f232a581e1facbdd501fd8d5c34312f0b363acd355b49215
BH9_01_10TS,3902,12172892,2604,7c8dd1a22ad7fcec261e86a702abf406188c140b9477d8e01ac5e2607f5e1fc7
BH9_01_11P,3903,12175496,2595,e4788efef7d1426625a7d7ff63fd7ca8b4a6c27f8f67cab1ca4d4c7126550b1e
BH9_01_11R,3904,12178091,2596,4c0fc4f3690806c2b4f8aff7de84423f3a7cc6d1b95d1e8d327b4fa91a68c0f0
BH9_01_11TS,3905,12180687,2598,5da065376df20d15675174c9e0fda100f2aa95ea6e4e8c85c9627b875a936210
BH9_01_12P,3906,12183285,2629,eac48e6959f07cc8432a4f5aaf6ddd851ec682bdc35daad29cc53189e6d0c86c
BH9_01_12R,3907,12185914,2630,81946334e09df7ff3a795c03968d4ef8479e078998d7a889f3b9c3f21373271b
BH9_01_12TS,3908,12188544,2632,45eec64f833da28c0da1ee04a8faa4c5dc2dc2100f12477170f26777face5d6d
BH9_01_13P,3909,12191176,2630,4b8ca9846212f1cf5ae3826ba58c8e8e5fb926563cd27639b7dba078903c9bab
BH9_01_13R,3910,12193806,2633,e717de62fa27351dfd5c2375f28078c1c9082c057deff8bf5a31451b39bdac21
BH9_01_13TS,3911,12196439,2631,213aec7952e2b30aaeef8fabcdfb5ba53f7c08b671633ea33b80a0c3dc5d0e19
BH9_01_14P,3912,12199070,2660,9803f2491028ecf55a706785b5810a5379a6b6f3f63414701109eb03b8f2269f
BH9_01_14R,3913,12201730,2659,921900e96999de6cfbfa068a8a43ef22a3c5e8191f2ce4fa6f19165f8c59d718
BH9_01_14TS,3914,12204389,2664,214a3aa8ce848828e249e4a4c4f37990f249d4bf8865561d591c1a2d8dcab605
BH9_01_15P,3915,12207053,2662,c7c6abc9c5d8c511372bfa6f39e1f5d2bc1a2b980e889e5d91f0003f2fc6ac03
BH9_01_15R,3916,12209715,2663,836d78331ae98a5085effc32bd89e31835266dc9ca2d59372f73df09f02e7224
BH9_01_15TS,3917,12212378,2666,da546fabc37456157bde6361ed944f1cee66ac8b24fb1f11e7a2c91e9ae25990
BH9_01_16P,3918,12215044,2657,8a2db0f3009816b6b95ed464fddcc559fd2e630b03288715358c329fdaae9bd4
BH9_01_16R,3919,12217701,2660,d9906b8b6e5f6f9ddf5e01422ee7a18bd5b388470de0b752b7c248aacea06f7c
BH9_01_16TS,3920,12220361,2662,a80cf66cf54cd033603c2fde9377fda093257e37f4db17cb86750fe1eed9c3e3
BH9_01_17P,3921,12223023,2693,f626a8a845394367ebedc700b915dc659099b5703aa8838127e91a7f192b4ce7
BH9_01_17R,3922,12225716,2690,a6a774098c2936658613cba35627428ded6d4fe57fcdecdd6f4a04c63cbbeafc
BH9_01_17TS,3923,12228406,2691,1f7d15e6264944df95b7ee8f14e8104a95191729b331c1b9c18b482833345eb9
BH9_01_18P,3924,12231097,2696,c402ca1ee9fde0f2c5a7d6e7b5c2a619da844769df784b03b3662ce8a5c37bd9
BH9_01_18R,3925,12233793,2692,54bcfdf10a5fbd73f1124563c0c8ae61466aa084417d40d79374e06be091b488
BH9_01_18TS,3926,12236485,2696,1949c7cab7af440654a6ffdeb9a45bed6ef63609b5b565429200c720e19714c8
BH9_01_19P,3927,12239181,2688,4a0111362c6485874cb59021345f6712cf3714915207892818894791e5fd9a46
BH9_01_19R,3928,12241869,2690,37c5eb20e369bafc1c764c4975619e4b233a29fdff649e2f19fb007f89494280
BH9_01_19TS,3929,12244559,2692,740b3cc3390950587f8b4a141f33f675c58d93fe23a09a8981566843027f1a53
BH9_01_1P,3930,12247251,2374,e6728811eaeb70579c4c309aead4aa4c48e3ab54a9314e17c4a8627a5fe6abb9
BH9_01_1R,3931,12249625,2375,5cbc25b29bf598c875de124b1ffa750bf89d16ad4f841c4983fe436286d660fb
BH9_01_1TS,3932,12252000,2375,1a2ad54c20c7f49e11ffe922ffb28ebaeeaf6e0431beb08c8109c3355ebd8dcd
BH9_01_20P,3933,12254375,2690,684a15234a8364ac3369f8df30a62b6d8eb04653357d7540c005bdca0ebd77be
