species,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_input_metadata_available,geometry_status
20_isomer10_mon2_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon3_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon4_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon5_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon6_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon7_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon8_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isomer10_mon9_H2O20Bind10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20_isopentane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20a_maleic_acid_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20b_maleic_acid_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20c_maleic_acid_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20prod1_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20prod2_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
20react_CR20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
20react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
210_BzMe-3p3_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
211_BzMe-3p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
212_BzMe-3p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
213_BzMe-3p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
214_BzMe-3p7_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
215_BzMe-3p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
216_BzMe-3p9_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
217_BzMe-4p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
218_BzMe-4p1_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
219_BzMe-4p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_0p9_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_1p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_1p1_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_1p2_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_1p4_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_1p6_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Ar-ethene_2p0_dim_A21x12,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_C2H6_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_C4H2_H2O_OH__pi_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_C4H2_H2O_OH__pi_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_C4H2_H2O_OH__pi_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_GG_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_H2O-Br_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_H3N_SF2_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_H3N_SF2_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_H3N_SF2_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_H3O_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_HNC-A_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_HNC-A_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_HNC-A_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_He-LiH_dim_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_He-LiH_monA_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_He-LiH_monB_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Isomer11_Styrene45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_Me2NHBr+_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_NH3_NBS_XB51,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_Na_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_Reactant6_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_Rxn2_TS_1cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21_ch3fclts_BH76,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_gly148_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_gly148_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_gly148_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_h2o_h2s_cs_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_h2o_h2s_cs_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_h2o_h2s_cs_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21_isohexane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21a_p-benzoquinone_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21b_p-benzoquinone_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21c_p-benzoquinone_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
21react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
220_BzMe-4p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
221_BzMe-4p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
222_BzMe-4p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
223_BzMe-5p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
224_BzMe-5p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
225_BzMe-5p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
226_BzMe-5p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
227_BzMe-6p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
228_MeMe-3p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
228_MeMe-3p2_monA_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
228_MeMe-3p2_monB_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
229_MeMe-3p3_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_C4H10_Platonic24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_C4H2_H2O_OH2__pi_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_C4H2_H2O_OH2__pi_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_C4H2_H2O_OH2__pi_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_GX-_Pentane14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_H3N_SeF2_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_H3N_SeF2_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_H3N_SeF2_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_HCCH2O_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_HNC-B_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_HNC-B_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_HNC-B_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_HOH-CH3_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_Isomer12_Styrene45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_Me2NHrad+_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_Mg_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_N2-N2_D2h_dim_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_N2-N2_D2h_monA_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_N2-N2_D2h_monB_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_Product6_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_Rxn3_TS_1cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22_ch3_lower_BH76,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_h2s_ch4_dim_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_h2s_ch4_monA_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_h2s_ch4_monB_DS14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_ile48-big_dim_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_ile48-big_monA_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_ile48-big_monB_HSG,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22_isoheptane_Alk44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22a_uracil_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22b_uracil_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_dimAB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_dimAC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_dimBC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_monA_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_monB_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_monC_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22c_uracil_trim_3B-69,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22prod_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
22react_DIE60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
230_MeMe-3p4_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
231_MeMe-3p5_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
232_MeMe-3p6_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
233_MeMe-3p7_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
234_MeMe-3p8_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
235_MeMe-3p9_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
236_MeMe-4p0_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
237_MeMe-4p1_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
238_MeMe-4p2_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
239_MeMe-4p3_dim_NBC10,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_Al_AE18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_C2H4_H2O_OH__pi_dim_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_C2H4_H2O_OH__pi_monA_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_C2H4_H2O_OH__pi_monB_HW30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_Cl-_S_CF2_dim_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_Cl-_S_CF2_monA_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_Cl-_S_CF2_monB_Bauza30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_F3CNHBr_HNBrBDE18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_FBr_XB18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_H2O-Cl_TA13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_HCC_HB49,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_HNC-C_dim_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_HNC-C_monA_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_HNC-C_monB_CT20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_Isomer13_Styrene45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_N2-N2_dim_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_N2-N2_monA_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_N2-N2_monB_NC15,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_NH3_PhBr_XB51,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
23_Reactant7_EIE22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
23_Rxn4_TS_1cat_WCPT27,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
